,FOOT\foot1_001.txt,FOOT\foot2_001.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Item Set,Dynamic EQ,Trade Key,Expire,Prefix,
Plastic Shoes,FOOT\foot1_04600.txt,FOOT\foot2_04600.txt,7,153,1500,0,3,20,591,236,579,,,,,,,,,,,,,,,,,,18,,3,6,82,,,,,,LFOO153
Adventurer's Shoes,FOOT\foot1_006.txt,FOOT\foot2_006.txt,2,153,1200,0,2,23,577,244,579,,,,,,,,31,14,,,,38,10,,,,47,,6,2,80,,,,,,LFOO154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beach Flipflops,FOOT\foot1_05700.txt,FOOT\foot2_05700.txt,7,153,1000,0,2,23,592,244,579,,,,,,,,,,,,,,,,,,47,10,5,2,80,,,,,,LFOO157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
????????????01_????????01,FOOT\foot1_20200.txt,FOOT\foot2_20200.txt,2,153,1000,0,2,23,593,244,579,,,,,,,,,,,,,,,,,,47,,5,2,80,,,,,,LFOO160
Lucille Party Shoes,FOOT\foot1_20300.txt,FOOT\foot2_20300.txt,7,153,1000,0,2,23,594,244,579,,,,,,,,,,,,,,,,,,47,,5,2,80,,,,,,LFOO161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hogan Boots,FOOT\foot1_20400.txt,FOOT\foot2_20400.txt,7,153,1000,0,2,23,595,244,579,,,,,,,,,,,,,14,30,,,,47,,6,6,80,,,,,,LFOO163
White Santa Boots,FOOT\foot1_20700.txt,FOOT\foot2_20700.txt,7,153,1000,0,2,23,598,244,579,,,,,,,,,,,,,,,,,,47,,5,2,80,,,,,,LFOO164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairy Gift Shoes,FOOT\foot1_05300.txt,FOOT\foot2_05300.txt,6,152,10,0,3,31,644,236,579,,,,,,,,,,,,,,,,,,50,,24,1,85,,,,,,LFOO166
Fairy Bless Shoes,FOOT\foot1_05300.txt,FOOT\foot2_05300.txt,6,152,10,0,3,31,644,236,579,,,,,,,,,,,,,,,,,,50,,24,1,85,,,,,,LFOO167
Conjurer's Shoes,FOOT\foot1_30100.txt,FOOT\foot2_30100.txt,,152,1500,0,2,81,9369,236,579,,,,102,42,,,,,,,,14,8,,62,10,70,5,40,10,80,19,,,,,LFOO168
Snowboard Boots,FOOT\foot1_20800.txt,FOOT\foot2_20800.txt,6,153,1000,0,2,23,599,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO165
Yellow Cleats,FOOT\foot1_21600.txt,FOOT\foot2_21600.txt,7,153,1000,0,2,23,607,244,579,,,,,,,,,,,,,,,,,,30,,5,2,85,,,,,,LFOO170
Red Cleats,FOOT\foot1_21010.txt,FOOT\foot2_21010.txt,7,153,1000,0,2,23,604,244,579,,,,,,,,,,,,,,,,,,30,,5,2,85,,,,,,LFOO171
Blue and White Cleats,FOOT\foot1_21110.txt,FOOT\foot2_21110.txt,7,153,1000,0,2,23,605,244,579,,,,,,,,,,,,,,,,,,30,,5,2,85,,,,,,LFOO172
White Cleats,FOOT\foot1_21210.txt,FOOT\foot2_21210.txt,7,153,1000,0,2,23,608,244,579,,,,,,,,,,,,,,,,,,30,,5,2,85,,,,,,LFOO173
Blue Cleats,FOOT\foot1_21310.txt,FOOT\foot2_21310.txt,7,153,1000,0,2,23,606,244,579,,,,,,,,,,,,,,,,,,30,,5,2,85,,,,,,LFOO174
Clan War School Shoes,FOOT\foot1_07100.txt,FOOT\foot2_07100.txt,6,153,1000,0,2,23,600,244,579,,,,,,,,,,,,,,,,,,30,,5,2,85,,,,,,LFOO175
Rudolph Boots,FOOT\foot1_22000.txt,FOOT\foot21_22000.txt,7,153,1000,0,2,23,568,244,579,,,,,,,,,,,,,,,,,,30,,5,2,85,,,,,,LFOO176
Cheerful Rudolph Boots,FOOT\foot1_22000.txt,FOOT\foot21_22000.txt,6,153,100,0,2,23,7358,244,579,,,,,,,,,,,,,,,,,,30,,5,2,85,,,,,,LFOO177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christmas Cheer Boots,FOOT\foot1_cristmas2010.txt,FOOT\foot2_cristmas2010.txt,6,153,0,0,3,50,4501,244,579,,,,,,,,,,,,,,,,,,30,30,20,10,80,,,,,,LFOO179
Blue Santa Boots,FOOT\foot1_20600.txt,FOOT\foot2_20600.txt,7,153,1000,0,2,23,596,244,579,,,,,,,,,,,,,,,,,,30,,5,5,80,,,,,,LFOO180
Navy Blue Magic School Shoes,FOOT\foot1_20900.txt,FOOT\foot2_20900.txt,,153,1000,0,2,23,600,244,579,,,,62,,,,31,83,,,,14,8,,23,8,51,5,25,8,80,,,,,,LFOO181
Yellow Rubber Boots,FOOT\foot1_21000.txt,FOOT\foot2_21000.txt,7,153,1500,0,3,22,603,248,579,,,,,,,,,,,,,14,5,,,,30,,5,3,85,,,,,,LFOO182
Wooden Sandals,FOOT\foot1_21500.txt,FOOT\foot2_21500.txt,7,151,1500,0,6,81,609,228,580,,,,,,,,,,,,,14,5,,,,30,,5,3,85,,,,,,LFOO183
New Abyss Plate Boots,FOOT\foot1_06600.txt,FOOT\foot2_06600.txt,6,151,1500,0,6,81,604,228,580,,,,,,,,31,120,,,,23,1,,10,5,30,,100,4,86,,,,,,LFOO184
New Serenity Shoes,FOOT\foot1_06800.txt,FOOT\foot2_06800.txt,6,152,1500,0,3,84,604,236,579,,,,,,,,31,120,,,,23,10,,12,5,30,,140,10,88,,,,,,LFOO185
New Captain Boots,FOOT\foot1_04700.txt,FOOT\foot2_04700.txt,6,151,1500,0,3,86,604,232,579,,,,,,,,31,210,,,,23,10,,11,5,30,,146,8,90,,,,,,LFOO186
New Bourgeois Shoes,FOOT\foot1_04900.txt,FOOT\foot2_04900.txt,6,153,1500,0,3,84,604,240,579,,,,,,,,31,120,,,,23,10,,15,5,30,,143,8,90,,,,,,LFOO187
White Magic School Shoes,FOOT\foot1_07100.txt,FOOT\foot2_07100.txt,,153,1000,0,2,23,624,244,579,,,,84,,,,31,97,,,,14,8,,23,8,52,5,28,8,80,,,,,,LFOO188
Servant's Boots,FOOT\foot1_22300.txt,FOOT\foot2_22300.txt,7,153,1500,0,2,81,651,244,579,,,,,,,,0,0,,,,18,5,,14,15,30,,10,10,80,,,,,,LFOO189
Boxing shoes,FOOT\foot1_22400.txt,FOOT\foot2_22400.txt,7,153,1500,0,2,81,652,244,579,,,,,,,,0,0,,,,11,5,,23,20,30,,10,10,80,,,,,,LFOO190
Gachapin Shoes,FOOT\foot1_30000.txt,FOOT\foot2_30000.txt,,153,1500,0,2,81,653,244,579,,,,102,,,,0,0,,,,14,8,,23,8,70,5,42,8,80,,,,,,LFOO191
Mukku Shoes,FOOT\foot1_30100.txt,FOOT\foot2_30100.txt,,153,1500,0,2,81,654,244,579,,,,102,,,,0,0,,,,14,8,,24,8,70,5,42,8,80,,,,,,LFOO192
Maid Brown Shoes,FOOT\foot1_31300.txt,FOOT\foot2_31300.txt,7,153,1000,0,2,23,655,244,597,,,,,,,,,,,,,15,5,,14,15,30,,10,10,80,,,,,,LFOO193
Bunny Chan Shoes,FOOT\foot1_F01940.txt,FOOT\foot2_F01940.txt,7,153,1000,0,2,23,657,244,579,,,,,,,,,,,,,11,4,,14,10,30,,10,10,80,,,,,,LFOO194
High-heeled shoe of white,FOOT\foot1_F01950.txt,FOOT\foot2_F01950.txt,6,153,1000,0,2,23,658,244,579,,,,,,,,,,,,,15,4,,14,10,30,,10,10,80,,,,,,LFOO195
Transparent Shoes,,,,153,100000,0,2,10,5133,244,579,,,,,,,,,,,,,,,,,,30,,0,0,70,,,,,,LFOO196
Autumn the magic school shoes,FOOT\foot1_F01970.txt,FOOT\foot2_F01970.txt,,153,1000,0,2,23,660,244,579,,,,,,,,,,,,,,,,,,30,,8,8,80,,,,,,LFOO197
Purple Rubber Boots,FOOT\foot1_21000.txt,FOOT\foot2_21000.txt,6,153,1500,0,3,22,603,248,579,,,,,,,,,,,,,,,,,,30,,5,3,85,,,,,,LFOO198
Blue Servant's Boots,FOOT\foot1_22300.txt,FOOT\foot2_22300.txt,7,153,1000,0,2,20,2806,244,579,,,,,,,,0,0,,,,,,,,,30,,10,10,80,,,,,,LFOO199
???C?h?????V???[?Y??,FOOT\foot1_F02000.txt,FOOT\foot2_F02000.txt,6,153,1000,0,2,100,656,244,579,,,,,,,,,,,,,12,5,,14,15,30,,10,10,80,,,,,,LFOO200
Dash Shoes,FOOT\foot1_00200.txt,FOOT\foot2_00200.txt,,153,750,0,3,27,575,244,579,,,,,0,,,31,9,,,,0,0,,0,0,44,,8,4,80,,,,,4,LFOO005
Shoes of Iguje,FOOT\foot1_006.txt,FOOT\foot2_006.txt,,153,950,0,2,25,576,244,579,,,,,0,,,31,9,,,,0,0,,0,0,41,,9,4,80,,,,,2,LFOO006
Shoes of Iguje,FOOT\foot1_006.txt,FOOT\foot2_006.txt,,153,950,0,2,28,576,244,579,,,,,0,,,31,12,,,,0,0,,0,0,45,,10,4,80,,,,,4,LFOO006
Islamic Shoes,FOOT\foot1_006.txt,FOOT\foot2_006.txt,,153,1100,0,2,26,577,244,579,,,,,0,,,31,13,,,,0,0,,0,0,41,,8,5,80,,,,,2,LFOO007
Islamic Shoes,FOOT\foot1_006.txt,FOOT\foot2_006.txt,,153,1100,0,2,29,577,244,579,,,,,0,,,31,16,,,,0,0,,0,0,44,,9,5,80,,,,,3,LFOO007
Islamic Shoes,FOOT\foot1_006.txt,FOOT\foot2_006.txt,,153,1100,0,2,31,577,244,579,,,,,0,,,31,18,,,,0,0,,0,0,47,,10,6,80,,,,,4,LFOO007
Field Walkers,FOOT\foot1_00300.txt,FOOT\foot2_00300.txt,,153,1400,0,2,29,578,244,579,,,,,0,,,31,19,,,,0,0,,0,0,43,,10,4,80,,,,,2,LFOO008
Field Walkers,FOOT\foot1_00300.txt,FOOT\foot2_00300.txt,,153,1400,0,2,31,578,244,579,,,,,0,,,31,21,,,,0,0,,0,0,45,,11,4,80,,,,,3,LFOO008
Field Walkers,FOOT\foot1_00300.txt,FOOT\foot2_00300.txt,,153,1400,0,2,33,578,244,579,,,,,0,,,31,23,,,,0,0,,0,0,47,,11,5,80,,,,,4,LFOO008
Wild Walkers,FOOT\foot1_00300.txt,FOOT\foot2_00300.txt,,153,1900,0,2,31,579,244,579,,,,,0,,,31,24,,,,0,0,,0,0,43,,11,4,85,,,,,2,LFOO009
Wild Walkers,FOOT\foot1_00300.txt,FOOT\foot2_00300.txt,,153,1900,0,2,33,579,244,579,,,,,0,,,31,26,,,,0,0,,0,0,46,,12,5,85,,,,,3,LFOO009
Wild Walkers,FOOT\foot1_00300.txt,FOOT\foot2_00300.txt,,153,1900,0,2,35,579,244,579,,,,,0,,,31,28,,,,0,0,,0,0,48,,13,5,85,,,,,4,LFOO009
Land Walkers,FOOT\foot1_00700.txt,FOOT\foot2_00700.txt,,153,2200,0,2,31,580,244,579,,,,,0,,,31,28,,,,0,0,,0,0,43,,12,4,80,,,,,2,LFOO010
Land Walkers,FOOT\foot1_00700.txt,FOOT\foot2_00700.txt,,153,2200,0,2,34,580,244,579,,,,,0,,,31,31,,,,0,0,,0,0,46,,13,5,80,,,,,3,LFOO010
Land Walkers,FOOT\foot1_00700.txt,FOOT\foot2_00700.txt,,153,2200,0,2,36,580,244,579,,,,,0,,,31,33,,,,0,0,,0,0,48,,14,5,80,,,,,4,LFOO010
Earth Walkers,FOOT\foot1_00700.txt,FOOT\foot2_00700.txt,,153,3000,0,2,34,581,244,579,,,,,0,,,31,34,,,,0,0,,0,0,44,,14,4,85,,,,,2,LFOO011
Earth Walkers,FOOT\foot1_00700.txt,FOOT\foot2_00700.txt,,153,3000,0,2,36,581,244,579,,,,,0,,,31,36,,,,0,0,,0,0,47,,14,5,85,,,,,3,LFOO011
Earth Walkers,FOOT\foot1_00700.txt,FOOT\foot2_00700.txt,,153,3000,0,2,37,581,244,579,,,,,0,,,31,37,,,,0,0,,0,0,48,,15,5,85,,,,,4,LFOO011
Marble Shoes,FOOT\foot1_01000.txt,FOOT\foot2_01000.txt,,153,3700,0,2,35,582,244,579,,,,,0,,,31,38,,,,0,0,,0,0,44,,14,4,85,,,,,2,LFOO012
Marble Shoes,FOOT\foot1_01000.txt,FOOT\foot2_01000.txt,,153,3700,0,2,37,582,244,579,,,,20,0,,,31,40,,,,0,0,,0,0,46,5,15,5,85,,,,,3,LFOO012
Marble Shoes,FOOT\foot1_01000.txt,FOOT\foot2_01000.txt,,153,3700,0,2,39,582,244,579,,,,21,0,,,31,42,,,,0,0,,0,0,48,5,16,5,85,,,,,4,LFOO012
Luxurious Marble Shoes,FOOT\foot1_01000.txt,FOOT\foot2_01000.txt,,153,4900,0,2,38,583,244,579,,,,21,0,,,31,44,,,,0,0,,0,0,46,5,16,6,90,,,,,2,LFOO013
Luxurious Marble Shoes,FOOT\foot1_01000.txt,FOOT\foot2_01000.txt,,153,4900,0,2,40,583,244,579,,,,23,0,,,31,46,,,,0,0,,0,0,48,5,17,6,90,,,,,3,LFOO013
Luxurious Marble Shoes,FOOT\foot1_01000.txt,FOOT\foot2_01000.txt,,153,4900,0,2,42,583,244,579,,,,25,0,,,31,48,,,,0,0,,0,0,50,5,18,7,90,,,,,4,LFOO013
Junior Shoes,FOOT\foot1_03700.txt,FOOT\foot2_03700.txt,,153,6600,0,2,42,585,244,579,,,,34,0,,,31,54,,,,0,0,,0,0,47,5,18,6,85,,,,,2,LFOO014
Junior Shoes,FOOT\foot1_03700.txt,FOOT\foot2_03700.txt,,153,6600,0,2,43,585,244,579,,,,38,0,,,31,55,,,,0,0,,0,0,48,5,19,6,85,,,,,3,LFOO014
Junior Shoes,FOOT\foot1_03700.txt,FOOT\foot2_03700.txt,,153,6600,0,2,45,585,244,579,,,,42,0,,,31,57,,,,0,0,,0,0,50,5,20,7,85,,,,,4,LFOO014
Senior Shoes,FOOT\foot1_03800.txt,FOOT\foot2_03800.txt,,153,9200,0,2,45,586,244,579,,,,54,0,,,31,62,,,,0,0,,0,0,48,5,21,6,87,,,,,2,LFOO015
Senior Shoes,FOOT\foot1_03800.txt,FOOT\foot2_03800.txt,,153,9200,0,2,46,586,244,579,,,,56,0,,,31,63,,,,0,0,,0,0,49,5,21,7,87,,,,,3,LFOO015
Senior Shoes,FOOT\foot1_03800.txt,FOOT\foot2_03800.txt,,153,9200,0,2,47,586,244,579,,,,60,0,,,31,64,,,,0,0,,0,0,50,5,22,7,87,,,,,3,LFOO015
Senior Shoes,FOOT\foot1_03800.txt,FOOT\foot2_03800.txt,,153,9200,0,2,49,586,244,579,,,,66,0,,,31,66,,,,0,0,,0,0,52,5,23,8,87,,,,,4,LFOO015
Redfield Green Shoes,FOOT\foot1_04000.txt,FOOT\foot2_04000.txt,,153,13500,0,0,44,587,244,579,,,,,0,,,31,59,,,,0,0,,0,0,47,,19,6,85,,,,,2,LFOO016
Redfield Green Shoes,FOOT\foot1_04000.txt,FOOT\foot2_04000.txt,,153,13500,0,0,45,587,244,579,,,,,0,,,31,60,,,,0,0,,0,0,49,,20,6,85,,,,,3,LFOO016
Redfield Green Shoes,FOOT\foot1_04000.txt,FOOT\foot2_04000.txt,,153,13500,0,0,46,587,244,579,,,,,0,,,31,61,,,,0,0,,0,0,50,,20,7,85,,,,,3,LFOO016
Redfield Green Shoes,FOOT\foot1_04000.txt,FOOT\foot2_04000.txt,,153,13500,0,0,48,587,244,579,,,,,0,,,31,63,,,,0,0,,0,0,52,,21,7,85,,,,,4,LFOO016
Redfield Black Shoes,FOOT\foot1_03900.txt,FOOT\foot2_03900.txt,,153,17300,0,0,46,588,244,579,,,,,0,,,31,64,,,,0,0,,0,0,48,,22,6,85,,,,,2,LFOO017
Redfield Black Shoes,FOOT\foot1_03900.txt,FOOT\foot2_03900.txt,,153,17300,0,0,47,588,244,579,,,,,0,,,31,65,,,,0,0,,0,0,49,,22,7,85,,,,,3,LFOO017
Redfield Black Shoes,FOOT\foot1_03900.txt,FOOT\foot2_03900.txt,,153,17300,0,0,48,588,244,579,,,,,0,,,31,66,,,,0,0,,0,0,50,,23,7,85,,,,,3,LFOO017
Redfield Black Shoes,FOOT\foot1_03900.txt,FOOT\foot2_03900.txt,,153,17300,0,0,50,588,244,579,,,,,0,,,31,68,,,,0,0,,0,0,53,,24,8,85,,,,,4,LFOO017
Leprechaun Shoes,FOOT\leprechaun.txt,FOOT\leprechaun.txt,6,153,22450,0,0,48,3508,244,579,,,,,0,,,,,,,,38,100,,,,75,,23,30,87,,,,,,LFOO240
Senior Magic School Shoes,FOOT\foot1_07100.txt,FOOT\foot2_07100.txt,,153,1000,0,2,23,2376,244,579,,,,,,,,31,120,114,50,,14,13,,23,13,52,,38,15,100,,,,,,LFOO241
???? ????????18,0,0,,153,22450,0,0,50,589,244,579,,,,,0,,,31,71,,,,0,0,,0,0,51,,24,8,87,,,,,3,
???? ????????18,0,0,,153,22450,0,0,52,589,244,579,,,,,0,,,31,73,,,,0,0,,0,0,53,,25,9,87,,,,,4,
???? ????????19,0,0,,153,27450,0,0,50,590,244,579,,,,,0,,,31,74,,,,0,0,,0,0,49,,24,8,90,,,,,2,
Jellybean Shoes,FOOT\FOOT1_mjJB.txt,FOOT\FOOT2_mjJB.txt,7,153,0,0,2,0,4774,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO245
Blue Aqua Flippers,FOOT\FOOT1_mjag.txt,FOOT\FOOT2_mjag.txt,7,153,0,0,2,0,4775,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO246
Moldie Footpads,FOOT\FOOT1_mjm_b.txt,FOOT\FOOT2_mjm_b.txt,7,153,0,0,2,0,4776,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO247
Rackie Footpads,FOOT\FOOT1_mjR.txt,FOOT\FOOT1_mjR.txt,7,153,0,0,2,0,4777,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO248
Woopie Chef Footpads,FOOT\FOOT1_mjw.txt,FOOT\FOOT2_mjw.txt,7,153,0,0,2,0,4778,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO249
Aqua King Flippers,FOOT\FOOT1_mjag_g.txt,FOOT\FOOT2_mjag_g.txt,7,153,0,0,2,0,4779,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO250
Manager Moldie Footpads,FOOT\FOOT1_mjm_g.txt,FOOT\FOOT2_mjm_g.txt,7,153,0,0,2,0,4780,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO251
Vagabond Rackie Footpads,FOOT\FOOT1_mjR_a.txt,FOOT\FOOT1_mjR_a.txt,7,153,0,0,2,0,4781,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO252
Woopie King Footpads,FOOT\FOOT1_mjw_g.txt,FOOT\FOOT2_mjw_g.txt,7,153,0,0,2,0,4782,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO253
Elite Pomic Soldier Boots,FOOT\FOOT1_mjA.txt,FOOT\FOOT2_mjA.txt,7,153,0,0,2,0,4784,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO254
"Candle Ghost ""Feet""",FOOT\FOOT1_inv.txt,FOOT\FOOT2_inv.txt,7,153,0,0,0,0,4785,240,579,,,,,,,,,,,,,,,,,,30,,10,8,70,,,,,,LFOO255
???? ????????22,0,0,,153,51250,0,0,55,593,244,579,,,,,0,,,31,89,,,,0,0,,0,0,51,,29,8,92,,,,,2,
???? ????????22,0,0,,153,51250,0,0,56,593,244,579,,,,,0,,,31,90,,,,0,0,,0,0,52,,29,8,92,,,,,3,
???? ????????22,0,0,,153,51250,0,0,57,593,244,579,,,,,0,,,31,91,,,,0,0,,0,0,53,,30,9,92,,,,,3,
???? ????????22,0,0,,153,51250,0,0,59,593,244,579,,,,,0,,,31,93,,,,0,0,,0,0,56,,31,10,92,,,,,4,
???? ????????23,0,0,,153,51250,0,0,57,594,244,579,,,,,0,,,31,94,,,,0,0,,0,0,52,,31,9,90,,,,,2,
Devil Feet,FOOT\foot1_devil.txt,FOOT\foot2_devil.txt,6,153,1000,0,2,23,3797,244,579,,,,,,,,,,,,,,,,,,35,,15,10,80,,,,,,LFOO261
Frankenfeet,FOOT\foot1_frankenstien.txt,FOOT\foot2_frankenstien.txt,6,153,1000,0,2,23,3798,244,579,,,,,,,,,,,,,,,,,,35,,15,10,80,,,,,,LFOO262
Mummy Feet,FOOT\foot1_mummy.txt,FOOT\foot2_mummy.txt,6,153,1000,0,2,23,3799,244,579,,,,,,,,,,,,,,,,,,35,,15,10,80,,,,,,LFOO263
Vampire Feet,FOOT\foot1_vampire.txt,FOOT\foot2_vampire.txt,6,153,1000,0,2,23,3800,244,579,,,,,,,,,,,,,,,,,,35,,15,10,80,,,,,,LFOO264
Werewolf Paws,FOOT\foot1_werewolf.txt,FOOT\foot2_werewolf.txt,6,153,1000,0,2,23,3801,244,579,,,,,,,,,,,,,,,,,,35,,15,10,80,,,,,,LFOO265
Wicked Boots,FOOT\foot1_warlock.txt,FOOT\foot2_witch.txt,6,153,1000,0,2,23,3802,244,579,,,,,,,,,,,,,,,,,,35,,15,10,80,,,,,,LFOO266
Zombie Feet,FOOT\foot1_zombie.txt  ,FOOT\foot2_zombie.txt  ,6,153,1000,0,2,23,3803,244,579,,,,,,,,,,,,,,,,,,35,,15,10,80,,,,,,LFOO267
Storybook Shoes,FOOT\foot1_Halloween2010_01.txt,FOOT\foot2_Halloween2010_01.txt,6,153,0,0,2,23,4306,244,579,,,,,,,,,,,,,,,,,,100,,20,10,80,,,,,,LFOO268
Tea Party Footgear,FOOT\foot1_Halloween2010_02.txt,FOOT\foot2_Halloween2010_02.txt,6,153,0,0,2,23,4307,244,579,,,,,,,,,,,,,,,,,,100,,20,10,80,,,,,,LFOO269
Fable Shoes,FOOT\foot1_Halloween2010_03.txt,FOOT\foot2_Halloween2010_03.txt,6,153,0,0,2,23,4308,244,579,,,,,,,,,,,,,,,,,,100,,20,10,80,,,,,,LFOO270
Fairy Tale Shoes,FOOT\foot1_Halloween2010_04.txt,FOOT\foot2_Halloween2010_04.txt,6,153,0,0,2,23,4309,244,579,,,,,,,,,,,,,,,,,,100,,20,10,80,,,,,,LFOO271
Arumic Uniform Shoes,FOOT\foot1_09200.txt,FOOT\foot2_09200.txt,,153,0,0,2,42,4310,244,579,,,,40,,4,,,,,,,23,90,,,,47,,13,11,87,,,,,,LFOO272
Junon Order Uniform Shoes,FOOT\foot1_09300.txt,FOOT\foot2_09300.txt,,153,0,0,2,42,4311,244,579,,,,40,,1,,,,,,,23,90,,,,46,,13,11,87,,,,,,LFOO273
Righteous Crusaders Uniform Shoes,FOOT\foot1_09000.txt,FOOT\foot2_09000.txt,,153,0,0,2,42,4312,244,579,,,,40,,3,,,,,,,23,90,,,,47,,13,11,87,,,,,,LFOO274
Ferrell Guild Uniform Shoes,FOOT\foot1_09100.txt,FOOT\foot2_09100.txt,,153,0,0,2,42,4313,244,579,,,,40,,5,,,,,,,23,90,,,,47,,13,11,87,,,,,,LFOO275
Blue Snowboard Boots,FOOT\foot1_20800b.txt,FOOT\foot2_20800b.txt,,153,1000,0,2,23,4314,244,579,,,,,,,,,,,,,21,30,,,,100,,20,10,80,,,,,,LFOO276
Purple Snowboard Boots,FOOT\foot1_20800p.txt,FOOT\foot2_20800p.txt,,153,1000,0,2,23,4288,244,579,,,,,,,,,,,,,21,30,,,,100,,20,10,80,,,,,,LFOO277
Eclipse Ice Skates,FOOT\foot1_skateBlack.txt,FOOT\foot2_skateBlack.txt,6,153,1000,0,2,23,4332,244,579,,,,,,,,,,,,,,,,,,100,,20,10,80,,,,,,LFOO278
Undersea Ice Skates,FOOT\foot1_skateBlue.txt,FOOT\foot2_skateBlue.txt,6,153,1000,0,2,23,4333,244,579,,,,,,,,,,,,,,,,,,100,,20,10,80,,,,,,LFOO279
Exotic Ice Skates,FOOT\foot1_skateRed.txt,FOOT\foot2_skateRed.txt,6,153,1000,0,2,23,4334,244,579,,,,,,,,,,,,,,,,,,100,,20,10,80,,,,,,LFOO280
Floral Ice Skates,FOOT\foot1_skateWhite.txt,FOOT\foot2_skateWhite.txt,6,153,1000,0,2,23,4335,244,579,,,,,,,,,,,,,,,,,,100,,20,10,80,,,,,,LFOO281
???? ????????28,0,0,,153,135350,0,0,69,600,244,579,,,,,0,,,31,121,,,,0,0,,0,0,57,,41,12,96,,,,,3,
???? ????????28,0,0,,153,135350,0,0,71,600,244,579,,,,,0,,,31,123,,,,0,0,,0,0,59,,42,13,96,,,,,4,
???? ????????29,0,0,,153,148800,0,0,69,601,244,579,,,,,0,,,31,124,,,,0,0,,0,0,55,,42,11,97,,,,,2,
???? ????????29,0,0,,153,148800,0,0,70,601,244,579,,,,,0,,,31,125,,,,0,0,,0,0,56,,43,12,97,,,,,3,
???? ????????29,0,0,,153,148800,0,0,71,601,244,579,,,,,0,,,31,126,,,,0,0,,0,0,58,,43,12,97,,,,,3,
???? ????????29,0,0,,153,148800,0,0,73,601,244,579,,,,,0,,,31,128,,,,0,0,,0,0,60,,45,13,97,,,,,4,
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,21,602,244,579,,,,,0,,,0,-1,,,,0,0,,0,0,40,,4,2,70,,,,,2,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,22,602,244,579,,,,,0,,,0,0,,,,0,0,,0,0,41,,5,3,70,,,,,3,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,23,602,244,579,,,,,0,,,0,1,,,,0,0,,0,0,43,,5,3,70,,,,,3,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,25,602,244,579,,,,,0,,,0,3,,,,0,0,,0,0,45,,5,3,70,,,,,4,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,22,602,244,579,,,,,0,,,0,0,,,,0,0,,0,0,41,,5,3,70,,,,,3,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,22,602,244,579,,,,,0,,,0,0,,,,0,0,,0,0,41,,5,3,70,,,,,3,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,22,602,244,579,,,,,0,,,0,0,,,,0,0,,0,0,41,,5,3,70,,,,,3,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,22,602,244,579,,,,,0,,,0,0,,,,0,0,,0,0,41,,5,3,70,,,,,3,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,22,602,244,579,,,,,0,,,0,0,,,,0,0,,0,0,41,,5,3,70,,,,,3,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,22,602,244,579,,,,,0,,,0,0,,,,0,0,,0,0,41,,5,3,70,,,,,3,LFOO030
Visitor Sandals,FOOT\foot1_03400.txt,FOOT\foot2_03400.txt,,153,0,0,2,22,602,244,579,,,,,0,,,0,0,,,,0,0,,0,0,41,,5,3,70,,,,,3,LFOO030
