,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability Type,Break IDX,,,Arms Type,Hide Player,Scaling,Preview,Expire,Prefix,Show Back,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Frame,3Ddata\PAT\CART\BODY\pumpkin_body_1005_ka.txt,0,6,511,1000,0,20,47,7278,246,580,,,,,21,47,,,,,,,,,,,,40,,,, ,,,,,,,281,261,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,1,,,,,2186,,,,LPAT094
Santa Skis,3Ddata\PAT\CART\WHEEL\pumpkin_tire_1005_ka.txt,2,6,531,550,0,10,38,7291,246,580,,,,,21,38,,,,,,,,,,,,32,,,,136,30,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT095
Flying Wooden Sleigh,3Ddata\PAT\CART\BODY\cart01_BODY01.txt,0,7,513,1000,0,10,30,3919,246,580,,,,,131,30,,70,1,,,,,,,,,30,1,,,1200,,,,,,,281,465,,,,,,,,,,,,,,,,,,,,1935,,,,,,1000,,,1,,3,,,,,1508,,,,LPAT096
Flying Wooden Sleigh Engine,3Ddata\PAT\CART\ENGINE\cart01_ENGINE01.txt,1,7,521,1000,0,5,30,0,246,580,,,,,25,30,,,,,,,,,,,,32,,1600,2,102,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT097
Flying Wooden Horse Part,3Ddata\PAT\CART\WHEEL\cart01_WHEEL01.txt,2,7,531,1000,0,2,30,0,246,580,,,,,25,30,,,,,,,,,,,,28,,,,102,20,,,,,,281,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT098
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Engine,3Ddata\PAT\CART\ENGINE\cart01_ENGINE01.txt,1,,521,116100,0,10,30,2204,246,580,21,1,1011,30,21,30,,,,,,,,,,,,32,,1600,2,119,10,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT101
Second Engine,3Ddata\PAT\CART\ENGINE\cart01_ENGINE02.txt,1,,521,151200,0,10,34,2205,246,580,21,1,1012,35,21,34,,,,,,,,,,,,34,,1800,2,124,12,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT102
Dural Engine,3Ddata\PAT\CART\ENGINE\cart01_ENGINE03.txt,1,,521,193700,0,10,38,2206,246,580,21,2,1013,45,21,38,,,,,,,,,,,,37,,2000,2,127,12,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT103
Halloween Engine,3Ddata\PAT\CART\ENGINE\cart01_HALLENGINE01.txt,1,,521,243200,0,10,42,2351,246,580,,,,,21,50,,,,,,,,,,,,50,,2000,2,126,13,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT107
Tricky Engine,3Ddata\PAT\CART\ENGINE\cart01_ENGINE05.txt,1,,521,298000,0,10,46,2680,246,580,21,3,1015,50,21,46,,,,,,,,,,,,42,,2200,2,133,14,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT105
Jet Engine,3Ddata\PAT\CART\ENGINE\cart01_ENGINE06.txt,1,,521,318000,0,10,50,2679,246,580,21,4,1016,50,21,46,,,,,,,,,,,,45,,2400,2,136,15,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT106
??????????,3Ddata\PAT\CART\ENGINE\cart01_ENGINE07.txt,1,,521,,,10,54,,246,580,,4,,,21,54,,,,,,,,,,,,48,,2600,2,138,16,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,58,,246,580,,4,,,21,58,,,,,,,,,,,,50,,2800,0,141,17,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,62,,246,580,,5,,,21,62,,,,,,,,,,,,53,,2800,0,143,18,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,66,,246,580,,5,,,21,66,,,,,,,,,,,,55,,3000,0,145,19,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,70,,246,580,,6,,,21,70,,,,,,,,,,,,58,,3200,0,147,20,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,74,,246,580,,6,,,21,74,,,,,,,,,,,,61,,3400,0,150,21,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,78,,246,580,,7,,,21,78,,,,,,,,,,,,63,,3600,0,152,22,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,82,,246,580,,7,,,21,82,,,,,,,,,,,,66,,3600,0,155,23,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,86,,246,580,,8,,,21,86,,,,,,,,,,,,69,,3800,0,157,24,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,90,,246,580,,8,,,21,90,,,,,,,,,,,,71,,4000,0,160,25,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,92,,246,580,,9,,,21,92,,,,,,,,,,,,73,,4000,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,94,,246,580,,9,,,21,94,,,,,,,,,,,,74,,4200,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,96,,246,580,,10,,,21,96,,,,,,,,,,,,75,,4200,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,98,,246,580,,10,,,21,98,,,,,,,,,,,,77,,4400,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
P.I.G. Engine,3Ddata\PAT\CART\ENGINE\cart01_ENGINE05.txt,1,6,521,0,0,10,30,2239,246,580,,,,,21,30,,,,,,,,,,,,32,,1600,2,119,10,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT121
Bull Engine,3Ddata\PAT\CART\ENGINE\NIUCHE_FA.txt,1,,521,1000,0,10,52,2216,246,580,21,5,1043,60,21,46,,,,,,,,,,,,33,,1600,2,141,10,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT122
GM Engine,3Ddata\PAT\CART\ENGINE\gmengine.txt,1,6,521,1000,0,10,30,2205,246,580,,,,,21,30,,,,,,,,,,,,120,,1600,2,172,25,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT123
Sport Engine,3Ddata\PAT\CART\ENGINE\cart01_ENGINE01.txt,1,,521,116100,0,10,54,2678,246,580,21,6,1017,55,21,46,,,,,,,,,,,,32,,1600,2,145,10,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT124
,,1,,521,,,5,38,,246,580,,,,,21,38,,,,,,,,,,,,37,,2000,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,40,,246,580,,,,,21,40,,,,,,,,,,,,38,,2000,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,42,,246,580,,,,,21,42,,,,,,,,,,,,40,,2000,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,44,,246,580,,,,,21,44,,,,,,,,,,,,41,,2200,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,46,,246,580,,,,,21,46,,,,,,,,,,,,42,,2200,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
,,1,,521,,,5,48,,246,580,,,,,21,48,,,,,,,,,,,,44,,2400,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,,
Fornef Engine,3Ddata\PAT\CastleGear\CastleGear02\ENGINE\CastleGear02_ENGINE01.txt,1,,522,188200,0,20,30,2217,246,580,22,1,1061,63,31,30,,,,,,,,,,,,41,,,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,2,,,,,,,,,LPAT131
Sheft Engine,3Ddata\PAT\CastleGear\CastleGear02\ENGINE\CastleGear02_ENGINE01.txt,1,,522,233800,0,20,32,2218,246,580,22,1,1062,68,31,32,,,,,,,24,10,,20,30,43,,,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,2,,,,,,,,,LPAT132
Luxem Engine,3Ddata\PAT\CastleGear\CastleGear02\ENGINE\CastleGear02_ENGINE01.txt,1,,522,282000,0,20,34,2219,246,580,22,2,1063,73,31,34,,,,,,,24,10,,20,40,44,,,4,102,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,2,,,,,,,,,LPAT133
,,1,,522,,,5,36,2220,246,580,,3,,,31,36,,,,,,,24,15,,20,40,46,,,4,124,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,38,2221,246,580,,3,,,31,38,,,,,,,24,12,,20,50,48,,,4,128,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,40,,246,580,,4,,,31,40,,,,,,,24,15,,20,64,49,,,5,128,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,42,,246,580,,5,,,31,42,,,,,,,24,16,,20,67,51,,,5,133,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,44,,246,580,,5,,,31,44,,,,,,,24,17,,20,69,53,,,5,131,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,46,,246,580,,6,,,31,46,,,,,,,24,18,,20,72,54,,,6,137,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,48,,246,580,,7,,,31,48,,,,,,,24,19,,20,74,56,,,6,139,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,50,,246,580,,7,,,31,50,,,,,,,24,20,,20,77,58,,,7,143,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,52,,246,580,,8,,,31,52,,,,,,,24,22,,20,79,60,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,54,,246,580,,9,,,31,54,,,,,,,24,23,,20,82,61,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,56,,246,580,,9,,,31,56,,,,,,,24,24,,20,84,63,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,58,,246,580,,10,,,31,58,,,,,,,24,25,,20,87,65,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,1,,522,,,5,60,,246,580,,10,,,31,60,,,,,,,24,26,,20,90,66,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
Aurum Engine Prototype,3Ddata\PAT\CastleGear\CastleGear02\ENGINE\CastleGear02_ENGINE01.txt,1,6,522,0,0,20,50,4194,246,580,,,,,31,30,,,,31,110,,,,,,,41,,,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,2,,,,,2188,,,,LPAT150
Aurum Core Prototype,3Ddata\PAT\CASTLEGEAR\CASTLEGEAR03\BODY\CG3_Body.txt,0,6,512,0,0,50,50,4195,246,580,,,,,31,35,,,,31,110,,,,,,,51,,,9,,,,,,,,311,261,,,,,,,700,,,,,,,,,,,,,,,,,,,5000,,,,,2,,,,,2188,,,,LPAT151
Aurum Legs Prototype,3Ddata\PAT\CASTLEGEAR\CASTLEGEAR03\LEG\CG3_Legs.txt,2,6,532,0,0,30,50,4196,246,580,,,,,31,30,,,,31,110,,,,,,,41,,,,30,,,,,,,,,,,,,,,,1251,701,,,,,,,,,,,,,,,,,,,,,,2,,,,,2188,,,,LPAT152
Aurum Arms Prototype,3Ddata\PAT\CASTLEGEAR\CASTLEGEAR03\ARMS\CG3_Arm.txt,4,6,552,0,0,30,50,4197,246,580,,,,,31,35,,,,31,110,,,,,,,52,,,1,,,300,2350,27,,,0,261,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,,,,2188,,,,LPAT153
Black P.I.G. Frame,,0,6,511,0,0,20,76,3996,246,580,,,,,21,62,,,,,,,,,,,,34,1,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3000,,,,,1,,,,,2186,,,,LPAT154
,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1253,1254,1255,,,,,,,,,,,,,,,,,,
Heavygear Core,,0,,512,472100,0,50,53,8840,246,580,22,4,1056,72,32,41,,,,31,90,,19,400,,21,40,51,,,35, ,,,,,,,381,387,,,,,,,700,,,,,,,,,,,,,,,,,,,5000,,,,,2,,,,,2189,,,,LPAT160
Heavygear Engine,,1,,522,295000,0,30,36,8841,246,580,22,4,1064,74,32,41,,,,,,,24,15,,20,30,41,,,4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,LPAT161
Heavygear Core Preview,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,246,580,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wooden Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL01.txt,2,,531,112000,0,10,30,2230,246,580,21,1,1021,30,21,30,,,,,,,19,8,,21,3,28,,,,131,20,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT201
Carbon Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL02.txt,2,,531,145900,0,10,34,2231,246,580,21,1,1022,35,21,34,,,,,,,19,10,,21,4,30,,,,134,25,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT202
Rapid Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL03.txt,2,,531,185500,0,10,38,2232,246,580,21,2,1023,40,21,38,,,,,,,19,11,,21,4,32,,,,138,30,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT203
Steel Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL04.txt,2,,531,233100,0,10,42,2682,246,580,21,2,1024,45,21,42,,,,,,,19,13,,21,5,35,,,,142,35,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT304
Tomahawk Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL05.txt,2,,531,285700,0,10,46,2681,246,580,21,4,1025,50,21,46,,,,,,,19,14,,21,6,37,,,,145,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT302
Halloween Wheels,3Ddata\PAT\CART\WHEEL\cart01_HALLWHEEL01.txt,2,,531,174500,0,10,50,2349,246,580,,,,,21,50,,,,,,,,,,,,50,,,,136,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT206
,,2,,531,,,5,54,,246,580,,4,,,21,54,,,,,,,19,18,,21,7,41,,,,152,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,58,,246,580,,4,,,21,58,,,,,,,19,19,,21,8,43,,,,155,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,62,,246,580,,5,,,21,62,,,,,,,19,21,,21,8,45,,,,157,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,66,,246,580,,5,,,21,66,,,,,,,19,22,,21,9,48,,,,160,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,70,,246,580,,6,,,21,70,,,,,,,19,24,,21,10,50,,,,162,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,74,,246,580,,6,,,21,74,,,,,,,19,26,,21,10,52,,,,164,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,78,,246,580,,7,,,21,78,,,,,,,19,27,,21,11,54,,,,166,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,82,,246,580,,7,,,21,82,,,,,,,19,29,,21,12,56,,,,169,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,86,,246,580,,8,,,21,86,,,,,,,19,30,,21,12,58,,,,171,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,90,,246,580,,8,,,21,90,,,,,,,19,32,,21,13,60,,,,174,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,92,,246,580,,9,,,21,92,,,,,,,19,33,,21,13,62,,,, ,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,94,,246,580,,9,,,21,94,,,,,,,19,34,,21,13,63,,,, ,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,96,,246,580,,10,,,21,96,,,,,,,19,34,,21,14,64,,,, ,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,531,,,5,98,,246,580,,10,,,21,98,,,,,,,19,35,,21,14,65,,,, ,,,,,,,,,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
