,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Bonus 3,Bonus 3 Value,Bonus 4,Bonus 4 Value,Item Set,Expire,Had Timer,Clan Stat ID,Monster ID,
Socket Ring Battle Royale,,,13,171,0,10,50,20,819,99,581,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,LJEW251
Socket Necklace Battle Royale,,,13,172,0,10,50,20,884,95,581,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,LJEW261
Socket Earring Battle Royale,,,13,173,0,10,50,20,858,97,581,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,LJEW271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM Ring,,,6,171,500000,10,1,50,2986,99,581,,,,,,,,,,,,,22,2000,,12,300,,1,,,,,,,,1,,,,,LJEW240
GM Necklace,,,6,172,500000,10,1,50,2987,97,581,,,,,,,,,,,,,24,300,,20,1000,,1,,,,,,,,1,,,,,LJEW241
GM Earing,,,6,173,500000,10,1,50,2988,95,581,,,,,,,,,,,,,18,2500,,23,600,,1,,,,,,,,1,,,,,LJEW242
The OMG Ring,,,6,171,1337,10,1,50,6134,99,581,,,,,,,,,,,,,10,1000,,11,1000,,1,,,,12,1000,13,1000,,,,,,LJEW243
The OMG Necklace,,,6,172,1337,10,1,50,6147,95,581,,,,,,,,,,,,,14,800,,15,1000,,1,,,,38,5000,39,5000,,,,,,LJEW244
The OMG Earring,,,6,173,1337,10,1,50,6160,97,581,,,,,,,,,,,,,23,5000,,24,400,,1,,,,22,2000,20,5000,,,,,,LJEW245
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socket Ring,,,,171,3000,10,1,20,819,99,581,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,LJEW251
Bronze Socket Ring,,,,171,354800,10,1,30,809,99,581,,,,,,,,,,,,,24,2,,,,,1,,,,,,,,,,,,,LJEW252
Silver Socket Ring,,,,171,435600,10,1,40,810,99,581,,,,,,,,,,,,,18,4,,,,,1,,,,,,,,,,,,,LJEW253
Gold Socket Ring,,,,171,567200,10,1,50,811,99,581,,,,,,,,,,,,,22,6,,,,,1,,,,,,,,,,,,,LJEW254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socket Necklace,,,,172,2000,10,1,20,884,95,581,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,LJEW261
Bronze Socket Necklace,,,,172,354800,10,1,30,728,95,581,,,,,,,,,,,,,22,2,,,,,1,,,,,,,,,,,,,LJEW262
Silver Socket Necklace,,,,172,435600,10,1,40,729,95,581,,,,,,,,,,,,,19,4,,,,,1,,,,,,,,,,,,,LJEW263
Gold Socket Necklace,,,,172,567200,10,1,50,730,95,581,,,,,,,,,,,,,21,6,,,,,1,,,,,,,,,,,,,LJEW264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socket Earring,,,,173,2000,10,1,20,858,97,581,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,LJEW271
Bronze Socket Earring,,,,173,354800,10,1,30,731,97,581,,,,,,,,,,,,,29,2,,,,,1,,,,,,,,,,,,,LJEW272
Silver Socket Earring,,,,173,435600,10,1,40,732,97,581,,,,,,,,,,,,,20,4,,,,,1,,,,,,,,,,,,,LJEW273
Gold Socket Earring,,,,173,567200,10,1,50,733,97,581,,,,,,,,,,,,,26,6,,,,,1,,,,,,,,,,,,,LJEW274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell's Necklace (STR),,,6,172,9450,10,1,8,894,95,581,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,LJEW281
Cornell's Necklace (DEX),,,6,172,9450,10,1,8,894,95,581,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,LJEW281
Cornell's Necklace (INT),,,6,172,9450,10,1,8,894,95,581,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,LJEW281
Cornell's Necklace (CON),,,6,172,9450,10,1,8,894,95,581,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,LJEW281
Full Moon Necklace,,,6,172,9450,10,1,8,887,95,581,,,,,,,,,,,,,19,12,,,,,,,,,,,,,,,,,,LJEW284
Silence Earring,,,6,173,9450,10,1,8,861,97,581,,,,,,,,,,,,,19,12,,,,,,,,,,,,,,,,,,LJEW285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkana Stone Ring Not Used,,,,171,82200,10,1,10,2441,99,581,,,,,,,,,,,,,38,150,,27,10,,1,,,,,,,,,,,,,LJEW289
Shaman Talisman,,,,172,82200,10,1,10,8570,95,581,,,,,,,,,,,,,38,150,,62,10,,1,,,,21,2,14,-8,,,,,,LJEW290
Chained Tumbler Earring,,,,173,82200,10,15,10,2442,97,581,,,,,,,,,,,,,38,150,,18,5,,1,,,,19,7,23,-50,,,,,,LJEW291
Glowing Lens of Dawn,,,6,172,10,10,10,90,9852,97,581,,,,,,,,31,250,,,,,,,,,,,,,,,,,,,,1,,,LJEW292
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knuckle Ring,,,6,171,100,10,1,22,1456,99,581,,,,6800,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,LJEW301
Battle Necklace,,,6,172,100,10,1,22,1457,95,581,,,,6800,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,LJEW302
Battle Earring,,,6,173,100,10,1,22,1458,97,581,,,,6800,,,,,,,,,10,12,,,,,,,,,,,,,,,,,,LJEW303
Portable Finder Ring,,,6,171,100,10,1,22,1459,99,581,,,,6800,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,LJEW304
Portable Neck Mask,,,6,172,100,10,1,22,1460,95,581,,,,6800,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,LJEW305
Portable Antenna Earring,,,6,173,100,10,1,22,1461,97,581,,,,6800,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,LJEW306
Nature Ring,,,6,171,100,10,1,22,1462,99,581,,,,6800,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,LJEW307
Nature Necklace,,,6,172,100,10,1,22,1463,95,581,,,,6800,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,LJEW308
Nature Earring,,,6,173,100,10,1,22,1464,97,581,,,,6800,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,LJEW309
Luxury Ruby Ring,,,6,171,100,10,1,22,1465,99,581,,,,6800,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,LJEW310
Luxury Ruby Necklace,,,6,172,100,10,1,22,1466,95,581,,,,6800,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,LJEW311
Luxury Ruby Earring,,,6,173,100,10,1,22,1467,97,581,,,,6800,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,LJEW312
Combat Knuckle Ring,,,6,171,100,10,1,22,1469,99,581,,,,13600,,,,,,,,,10,12,,13,6,,,,,,,,,,,,,,,LJEW313
Combat Necklace,,,6,172,100,10,1,22,1470,95,581,,,,13600,,,,,,,,,10,12,,13,6,,,,,,,,,,,,,,,LJEW314
Combat Earring,,,6,173,100,10,1,22,1471,97,581,,,,13600,,,,,,,,,10,12,,13,6,,,,,,,,,,,,,,,LJEW315
Portable Detector Ring,,,6,171,100,10,1,22,1472,99,581,,,,13600,,,,,,,,,11,12,,13,6,,,,,,,,,,,,,,,LJEW316
Portable Sensor Mask,,,6,172,100,10,1,22,1473,95,581,,,,13600,,,,,,,,,11,12,,13,6,,,,,,,,,,,,,,,LJEW317
Portable Radar Earring,,,6,173,100,10,1,22,1474,97,581,,,,13600,,,,,,,,,11,12,,13,6,,,,,,,,,,,,,,,LJEW318
Nature Force Ring,,,6,171,100,10,1,22,1475,99,581,,,,13600,,,,,,,,,12,12,,10,6,,,,,,,,,,,,,,,LJEW319
Nature Force Necklace,,,6,172,100,10,1,22,1476,95,581,,,,13600,,,,,,,,,12,12,,10,6,,,,,,,,,,,,,,,LJEW320
Nature Force Earring,,,6,173,100,10,1,22,1477,97,581,,,,13600,,,,,,,,,12,12,,10,6,,,,,,,,,,,,,,,LJEW321
Luxury Diamond Ring,,,6,171,100,10,1,22,1478,99,581,,,,13600,,,,,,,,,13,12,,10,6,,,,,,,,,,,,,,,LJEW322
Luxury Diamond Necklace,,,6,172,100,10,1,22,1479,95,581,,,,13600,,,,,,,,,13,12,,10,6,,,,,,,,,,,,,,,LJEW323
Luxury Diamond Earring,,,6,173,100,10,1,22,1480,97,581,,,,13600,,,,,,,,,13,12,,10,6,,,,,,,,,,,,,,,LJEW324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronze Ring (STR),,,,171,354800,10,1,30,3163,99,581,,,,,,,,,,,,,10,2,,,,,1,,,,,,,,,,,,,LJEW339
Silver Ring (STR),,,,171,435600,10,1,40,3164,99,581,,,,,,,,,,,,,10,4,,,,,1,,,,,,,,,,,,,LJEW340
Gold Ring (STR),,,,171,567200,10,1,50,3165,99,581,,,,,,,,,,,,,10,6,,,,,1,,,,,,,,,,,,,LJEW341
Platinum Ring (STR),,,,171,675300,10,1,60,3166,99,581,,,,,,,,,,,,,10,6,,38,25,,1,,,,,,,,,,,,,LJEW342
Bronze Earring (STR),,,,173,354800,10,1,30,3133,97,581,,,,,,,,,,,,,10,2,,,,,1,,,,,,,,,,,,,LJEW343
Silver Earring (STR),,,,173,435600,10,1,40,3134,97,581,,,,,,,,,,,,,10,4,,,,,1,,,,,,,,,,,,,LJEW344
Gold Earring (STR),,,,173,567200,10,1,50,3135,97,581,,,,,,,,,,,,,10,6,,,,,1,,,,,,,,,,,,,LJEW345
Platinum Earring (STR),,,,173,675300,10,1,60,3136,97,581,,,,,,,,,,,,,10,6,,38,25,,1,,,,,,,,,,,,,LJEW346
Bronze Necklace (STR),,,,172,354800,10,1,30,3159,95,581,,,,,,,,,,,,,10,2,,,,,1,,,,,,,,,,,,,LJEW347
Silver Necklace (STR),,,,172,435600,10,1,40,3160,95,581,,,,,,,,,,,,,10,4,,,,,1,,,,,,,,,,,,,LJEW348
Gold Necklace (STR),,,,172,567200,10,1,50,3161,95,581,,,,,,,,,,,,,10,6,,,,,1,,,,,,,,,,,,,LJEW349
Platinum Necklace (STR),,,,172,675300,10,1,60,3162,95,581,,,,,,,,,,,,,10,6,,38,25,,1,,,,,,,,,,,,,LJEW350
Bronze Ring (DEX),,,,171,354800,10,1,30,3185,99,581,,,,,,,,,,,,,11,2,,,,,1,,,,,,,,,,,,,LJEW351
Silver Ring (DEX),,,,171,435600,10,1,40,3186,99,581,,,,,,,,,,,,,11,4,,,,,1,,,,,,,,,,,,,LJEW352
Gold Ring (DEX),,,,171,567200,10,1,50,3187,99,581,,,,,,,,,,,,,11,6,,,,,1,,,,,,,,,,,,,LJEW353
Platinum Ring (DEX),,,,171,675300,10,1,60,3188,99,581,,,,,,,,,,,,,11,6,,22,2,,1,,,,,,,,,,,,,LJEW354
Bronze Earring (DEX),,,,173,354800,10,1,30,3141,97,581,,,,,,,,,,,,,11,2,,,,,1,,,,,,,,,,,,,LJEW355
Silver Earring (DEX),,,,173,435600,10,1,40,3142,97,581,,,,,,,,,,,,,11,4,,,,,1,,,,,,,,,,,,,LJEW356
Gold Earring (DEX),,,,173,567200,10,1,50,3143,97,581,,,,,,,,,,,,,11,6,,,,,1,,,,,,,,,,,,,LJEW357
Platinum Earring (DEX),,,,173,675300,10,1,60,3144,97,581,,,,,,,,,,,,,11,6,,22,2,,1,,,,,,,,,,,,,LJEW358
Bronze Necklace (DEX),,,,172,354800,10,1,30,3180,95,581,,,,,,,,,,,,,11,2,,,,,1,,,,,,,,,,,,,LJEW359
Silver Necklace (DEX),,,,172,435600,10,1,40,3181,95,581,,,,,,,,,,,,,11,4,,,,,1,,,,,,,,,,,,,LJEW360
Gold Necklace (DEX),,,,172,567200,10,1,50,3182,95,581,,,,,,,,,,,,,11,6,,,,,1,,,,,,,,,,,,,LJEW361
Platinum Necklace (DEX),,,,172,675300,10,1,60,3183,95,581,,,,,,,,,,,,,11,6,,22,2,,1,,,,,,,,,,,,,LJEW362
Bronze Ring (INT),,,,171,354800,10,1,30,3128,99,581,,,,,,,,,,,,,12,2,,,,,1,,,,,,,,,,,,,LJEW363
Silver Ring (INT),,,,171,435600,10,1,40,3129,99,581,,,,,,,,,,,,,12,4,,,,,1,,,,,,,,,,,,,LJEW364
Gold Ring (INT),,,,171,567200,10,1,50,3130,99,581,,,,,,,,,,,,,12,6,,,,,1,,,,,,,,,,,,,LJEW365
Platinum Ring (INT),,,,171,675300,10,1,60,3131,99,581,,,,,,,,,,,,,12,6,,21,5,,1,,,,,,,,,,,,,LJEW366
Bronze Earring (INT),,,,173,354800,10,1,30,3146,97,581,,,,,,,,,,,,,12,2,,,,,1,,,,,,,,,,,,,LJEW367
Silver Earring (INT),,,,173,435600,10,1,40,3147,97,581,,,,,,,,,,,,,12,4,,,,,1,,,,,,,,,,,,,LJEW368
Gold Earring (INT),,,,173,567200,10,1,50,3148,97,581,,,,,,,,,,,,,12,6,,,,,1,,,,,,,,,,,,,LJEW369
Platinum Earring (INT),,,,173,675300,10,1,60,3149,97,581,,,,,,,,,,,,,12,6,,21,5,,1,,,,,,,,,,,,,LJEW370
Bronze Necklace (INT),,,,172,354800,10,1,30,3150,95,581,,,,,,,,,,,,,12,2,,,,,1,,,,,,,,,,,,,LJEW371
Silver Necklace (INT),,,,172,435600,10,1,40,3151,95,581,,,,,,,,,,,,,12,4,,,,,1,,,,,,,,,,,,,LJEW372
Gold Necklace (INT),,,,172,567200,10,1,50,3152,95,581,,,,,,,,,,,,,12,6,,,,,1,,,,,,,,,,,,,LJEW373
Platinum Necklace (INT),,,,172,675300,10,1,60,3153,95,581,,,,,,,,,,,,,12,6,,21,5,,1,,,,,,,,,,,,,LJEW374
Bronze Ring (CON),,,,171,354800,10,1,30,3115,99,581,,,,,,,,,,,,,13,2,,,,,1,,,,,,,,,,,,,LJEW375
Silver Ring (CON),,,,171,435600,10,1,40,3116,99,581,,,,,,,,,,,,,13,4,,,,,1,,,,,,,,,,,,,LJEW376
Gold Ring (CON),,,,171,567200,10,1,50,3117,99,581,,,,,,,,,,,,,13,6,,,,,1,,,,,,,,,,,,,LJEW377
Platinum Ring (CON),,,,171,675300,10,1,60,3118,99,581,,,,,,,,,,,,,13,6,,20,5,,1,,,,,,,,,,,,,LJEW378
Bronze Earring (CON),,,,173,354800,10,1,30,3176,97,581,,,,,,,,,,,,,13,2,,,,,1,,,,,,,,,,,,,LJEW379
Silver Earring (CON),,,,173,435600,10,1,40,3177,97,581,,,,,,,,,,,,,13,4,,,,,1,,,,,,,,,,,,,LJEW380
Gold Earring (CON),,,,173,567200,10,1,50,3178,97,581,,,,,,,,,,,,,13,6,,,,,1,,,,,,,,,,,,,LJEW381
Platinum Earring (CON),,,,173,675300,10,1,60,3179,97,581,,,,,,,,,,,,,13,6,,20,5,,1,,,,,,,,,,,,,LJEW382
Bronze Necklace (CON),,,,172,354800,10,1,30,3167,95,581,,,,,,,,,,,,,13,2,,,,,1,,,,,,,,,,,,,LJEW383
Silver Necklace (CON),,,,172,435600,10,1,40,3168,95,581,,,,,,,,,,,,,13,4,,,,,1,,,,,,,,,,,,,LJEW384
Gold Necklace (CON),,,,172,567200,10,1,50,3169,95,581,,,,,,,,,,,,,13,6,,,,,1,,,,,,,,,,,,,LJEW385
Platinum Necklace (CON),,,,172,675300,10,1,60,3170,95,581,,,,,,,,,,,,,13,6,,20,5,,1,,,,,,,,,,,,,LJEW386
Bronze Ring (CHA),,,,171,354800,10,1,30,3193,99,581,,,,,,,,,,,,,14,2,,,,,1,,,,,,,,,,,,,LJEW387
Silver Ring (CHA),,,,171,435600,10,1,40,3194,99,581,,,,,,,,,,,,,14,4,,,,,1,,,,,,,,,,,,,LJEW388
Gold Ring (CHA),,,,171,567200,10,1,50,3195,99,581,,,,,,,,,,,,,14,6,,,,,1,,,,,,,,,,,,,LJEW389
Platinum Ring (CHA),,,,171,675300,10,1,60,3196,99,581,,,,,,,,,,,,,14,6,,24,3,,1,,,,,,,,,,,,,LJEW390
Bronze Earring (CHA),,,,173,354800,10,1,30,3124,97,581,,,,,,,,,,,,,14,2,,,,,1,,,,,,,,,,,,,LJEW391
Silver Earring (CHA),,,,173,435600,10,1,40,3125,97,581,,,,,,,,,,,,,14,4,,,,,1,,,,,,,,,,,,,LJEW392
Gold Earring (CHA),,,,173,567200,10,1,50,3126,97,581,,,,,,,,,,,,,14,6,,,,,1,,,,,,,,,,,,,LJEW393
Platinum Earring (CHA),,,,173,675300,10,1,60,3127,97,581,,,,,,,,,,,,,14,6,,24,3,,1,,,,,,,,,,,,,LJEW394
Bronze Necklace (CHA),,,,172,354800,10,1,30,3137,95,581,,,,,,,,,,,,,14,2,,,,,1,,,,,,,,,,,,,LJEW395
Silver Necklace (CHA),,,,172,435600,10,1,40,3138,95,581,,,,,,,,,,,,,14,4,,,,,1,,,,,,,,,,,,,LJEW396
Gold Necklace (CHA),,,,172,567200,10,1,50,3139,95,581,,,,,,,,,,,,,14,6,,,,,1,,,,,,,,,,,,,LJEW397
Platinum Necklace (CHA),,,,172,675300,10,1,60,3140,95,581,,,,,,,,,,,,,14,6,,24,3,,1,,,,,,,,,,,,,LJEW398
Bronze Ring (SEN),,,,171,354800,10,1,30,3120,99,581,,,,,,,,,,,,,15,2,,,,,1,,,,,,,,,,,,,LJEW399
Silver Ring (SEN),,,,171,435600,10,1,40,3121,99,581,,,,,,,,,,,,,15,4,,,,,1,,,,,,,,,,,,,LJEW400
Gold Ring (SEN),,,,171,567200,10,1,50,3122,99,581,,,,,,,,,,,,,15,6,,,,,1,,,,,,,,,,,,,LJEW401
Platinum Ring (SEN),,,,171,675300,10,1,60,3123,99,581,,,,,,,,,,,,,15,6,,26,2,,1,,,,,,,,,,,,,LJEW402
Bronze Earring (SEN),,,,173,354800,10,1,30,3189,97,581,,,,,,,,,,,,,15,2,,,,,1,,,,,,,,,,,,,LJEW403
Silver Earring (SEN),,,,173,435600,10,1,40,3190,97,581,,,,,,,,,,,,,15,4,,,,,1,,,,,,,,,,,,,LJEW404
Gold Earring (SEN),,,,173,567200,10,1,50,3191,97,581,,,,,,,,,,,,,15,6,,,,,1,,,,,,,,,,,,,LJEW405
Platinum Earring (SEN),,,,173,675300,10,1,60,3192,97,581,,,,,,,,,,,,,15,6,,26,2,,1,,,,,,,,,,,,,LJEW406
Bronze Necklace (SEN),,,,172,354800,10,1,30,3154,95,581,,,,,,,,,,,,,15,2,,,,,1,,,,,,,,,,,,,LJEW407
Silver Necklace (SEN),,,,172,435600,10,1,40,3155,95,581,,,,,,,,,,,,,15,4,,,,,1,,,,,,,,,,,,,LJEW408
Gold Necklace (SEN),,,,172,567200,10,1,50,3156,95,581,,,,,,,,,,,,,15,6,,,,,1,,,,,,,,,,,,,LJEW409
Platinum Necklace (SEN),,,,172,675300,10,1,60,3157,95,581,,,,,,,,,,,,,15,6,,26,2,,1,,,,,,,,,,,,,LJEW410
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anubis Ring,,,,171,47897890,10,1,50,5091,99,581,,,,,,,,,,,,,62,5,,,,,1,,,,,,,,,,,,,LJEW412
Anubis Earring,,,,173,47897890,10,1,50,5092,97,581,,,,,,,,,,,,,62,5,,,,,1,,,,,,,,,,,,,LJEW413
Anubis Necklace,,,,172,47897890,10,1,50,5093,95,581,,,,,,,,,,,,,62,5,,,,,1,,,,,,,,,,,,,LJEW414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessed Anubis Ring,,,,171,51320000,10,1,60,5104,99,581,,,,,,,,,,,,,62,10,,21,8,,1,,,,,,,,,,,,,LJEW416
Blessed Anubis Earring,,,,173,51320000,10,1,60,5105,97,581,,,,,,,,,,,,,62,10,,21,8,,1,,,,,,,,,,,,,LJEW417
Blessed Anubis Necklace,,,,172,51320000,10,1,60,5106,95,581,,,,,,,,,,,,,62,10,,21,8,,1,,,,,,,,,,,,,LJEW418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Virtue,,,,171,82200,10,1,5,6084,99,581,31,1,22,110,,,,,,,,,10,3,,12,2,,1,,,,26,-5,,,,,,,,LJEW420
Earring of Virtue,,,,173,82200,10,1,5,6110,97,581,31,1,22,110,,,,,,,,,10,3,,12,2,,1,,,,26,-5,,,,,,,,LJEW421
Necklace of Virtue,,,,172,82200,10,1,5,6097,95,581,31,1,22,110,,,,,,,,,10,3,,12,2,,1,,,,26,-5,,,,,,,,LJEW422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Glory,,,,171,82200,10,1,5,6085,99,581,31,1,23,110,,,,,,,,,11,3,,15,2,,1,,,,20,-5,,,,,,,,LJEW424
Earring of Glory,,,,173,82200,10,1,5,6111,97,581,31,1,23,110,,,,,,,,,11,3,,15,2,,1,,,,20,-5,,,,,,,,LJEW425
Necklace of Glory,,,,172,82200,10,1,5,6098,95,581,31,1,23,110,,,,,,,,,11,3,,15,2,,1,,,,20,-5,,,,,,,,LJEW426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Knowledge,,,,171,82200,10,1,5,6086,99,581,31,1,24,110,,,,,,,,,12,3,,14,2,,1,,,,24,-3,,,,,,,,LJEW428
Earring of Knowledge,,,,173,82200,10,1,5,6112,97,581,31,1,24,110,,,,,,,,,12,3,,14,2,,1,,,,24,-3,,,,,,,,LJEW429
Necklace of Knowledge,,,,172,82200,10,1,5,6099,95,581,31,1,24,110,,,,,,,,,12,3,,14,2,,1,,,,24,-3,,,,,,,,LJEW430
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Bravery,,,,171,82200,10,1,5,6087,99,581,31,1,25,110,,,,,,,,,13,3,,10,2,,1,,,,22,-4,,,,,,,,LJEW432
Earring of Bravery,,,,173,82200,10,1,5,6113,97,581,31,1,25,110,,,,,,,,,13,3,,10,2,,1,,,,22,-4,,,,,,,,LJEW433
Necklace of Bravery,,,,172,82200,10,1,5,6100,95,581,31,1,25,110,,,,,,,,,13,3,,10,2,,1,,,,22,-4,,,,,,,,LJEW434
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Sharpness,,,,171,82200,10,1,5,6088,99,581,31,1,26,110,,,,,,,,,14,3,,13,2,,1,,,,21,-6,,,,,,,,LJEW436
Earring of Sharpness,,,,173,82200,10,1,5,6114,97,581,31,1,26,110,,,,,,,,,14,3,,13,2,,1,,,,21,-6,,,,,,,,LJEW437
Necklace of Sharpness,,,,172,82200,10,1,5,6101,95,581,31,1,26,110,,,,,,,,,14,3,,13,2,,1,,,,21,-6,,,,,,,,LJEW438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring of Imprudence,,,,171,82200,10,1,5,6089,99,581,31,1,27,110,,,,,,,,,15,3,,11,2,,1,,,,19,-6,,,,,,,,LJEW440
Earring of Imprudence,,,,173,82200,10,1,5,6115,97,581,31,1,27,110,,,,,,,,,15,3,,11,2,,1,,,,19,-6,,,,,,,,LJEW441
Necklace of Imprudence,,,,172,82200,10,1,5,6102,95,581,31,1,27,110,,,,,,,,,15,3,,11,2,,1,,,,19,-6,,,,,,,,LJEW442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Ring,,,,171,82200,10,1,7,6090,99,581,31,2,28,140,,,,,,,,,38,50,,39,50,,1,,,,19,-12,23,-30,,,,,,LJEW444
Health Earring,,,,173,82200,10,1,7,6116,97,581,31,2,28,140,,,,,,,,,38,50,,39,50,,1,,,,19,-12,23,-30,,,,,,LJEW445
