11????,,,,3 digits,0~999999,0~200,0~999,,(501~560),(69~89),,????STB,,,,,Condition Ability 1,Condition 2,Reward Ability 2,Reward 2,Function names,file_effect,,,Cooldown Group,Cooldown Time,Condition Ability 2,Condition 2,Reward Ability 2,Reward 2,Combat Block,Seasonal Event,LUA,PvP Block,Confirm,Name Strings
Silver Muse Box (Veteran),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,600,126,1,,1056,,,2,1,,,,,,,,,,LUSE224
Gold Muse Box (Veteran),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,1000,146,1,,1076,,,2,1,,,,,,,,,,LUSE225
Bronze Hawker Box (Veteran),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,300,107,1,,1037,,,2,1,,,,,,,,,,LUSE226
Silver Hawker Box (Veteran),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,600,127,1,,1057,,,2,1,,,,,,,,,,LUSE227
Gold Hawker Box (Veteran),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,1000,147,1,,1077,,,2,1,,,,,,,,,,LUSE228
Bronze Dealer Box (Veteran),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,300,108,1,,1038,,,2,1,,,,,,,,,,LUSE229
Silver Dealer Box (Veteran),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,600,128,1,,1058,,,2,1,,,,,,,,,,LUSE230
Gold Dealer Box (Veteran),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,1000,148,1,,1078,,,2,1,,,,,,,,,,LUSE231
,,,6,350,1000,0,0,10,2899,1006,,,,,,,,,,,,1039,,,2,1,,,,,,,,,,LUSE232
,,,6,350,1000,0,0,10,2900,1006,,,,,,,,,,,,1059,,,2,1,,,,,,,,,,LUSE233
Random Box (Veteran),,,6,350,1000,0,0,10,2577,1006,,,,,,,82,1200,149,1,,1079,,,2,1,,,,,,,,,,LUSE234
Bronze Soldier Box (Elite),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,750,110,1,,1040,,,2,1,,,,,,,,,,LUSE235
Silver Soldier Box (Elite),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,1500,130,1,,1060,,,2,1,,,,,,,,,,LUSE236
Gold Soldier Box (Elite),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,2500,150,1,,1080,,,2,1,,,,,,,,,,LUSE237
Bronze Muse Box (Elite),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,750,111,1,,1041,,,2,1,,,,,,,,,,LUSE238
Silver Muse Box (Elite),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,1500,131,1,,1061,,,2,1,,,,,,,,,,LUSE239
Gold Muse Box (Elite),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,2500,151,1,,1081,,,2,1,,,,,,,,,,LUSE240
Bronze Hawker Box (Elite),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,750,112,1,,1042,,,2,1,,,,,,,,,,LUSE241
Silver Hawker Box (Elite),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,1500,132,1,,1062,,,2,1,,,,,,,,,,LUSE242
Gold Hawker Box (Elite),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,2500,152,1,,1082,,,2,1,,,,,,,,,,LUSE243
Bronze Dealer Box (Elite),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,750,113,1,,1043,,,2,1,,,,,,,,,,LUSE244
Silver Dealer Box (Elite),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,1500,133,1,,1063,,,2,1,,,,,,,,,,LUSE245
Gold Dealer Box (Elite),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,2500,153,1,,1083,,,2,1,,,,,,,,,,LUSE246
,,,6,350,1000,0,0,10,2899,1006,,,,,,,,,,,,1044,,,2,1,,,,,,,,,,LUSE247
,,,6,350,1000,0,0,10,2900,1006,,,,,,,,,,,,1064,,,2,1,,,,,,,,,,LUSE248
Random Box (Elite),,,6,350,1000,0,0,10,2577,1006,,,,,,,82,3000,154,1,,1084,,,2,1,,,,,,,,,,LUSE249
Bronze Soldier Box (Nightmare),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,1500,115,1,,1045,,,2,1,,,,,,,,,,LUSE250
Silver Soldier Box (Nightmare),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,3000,135,1,,1065,,,2,1,,,,,,,,,,LUSE251
Gold Soldier Box (Nightmare),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,5000,155,1,,1085,,,2,1,,,,,,,,,,LUSE252
Bronze Muse Box (Nightmare),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,1500,116,1,,1046,,,2,1,,,,,,,,,,LUSE253
Silver Muse Box (Nightmare),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,3000,136,1,,1066,,,2,1,,,,,,,,,,LUSE254
Gold Muse Box (Nightmare),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,5000,156,1,,1086,,,2,1,,,,,,,,,,LUSE255
Bronze Hawker Box (Nightmare),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,1500,117,1,,1047,,,2,1,,,,,,,,,,LUSE256
Silver Hawker Box (Nightmare),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,3000,137,1,,1067,,,2,1,,,,,,,,,,LUSE257
Gold Hawker Box (Nightmare),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,5000,157,1,,1087,,,2,1,,,,,,,,,,LUSE258
Bronze Dealer Box (Nightmare),,,6,350,1000,0,0,10,2899,1006,,,,,,,82,1500,118,1,,1048,,,2,1,,,,,,,,,,LUSE259
Silver Dealer Box (Nightmare),,,6,350,1000,0,0,10,2900,1006,,,,,,,82,3000,138,1,,1068,,,2,1,,,,,,,,,,LUSE260
Gold Dealer Box (Nightmare),,,6,350,1000,0,0,10,2901,1006,,,,,,,82,5000,158,1,,1088,,,2,1,,,,,,,,,,LUSE261
,,,6,350,1000,0,0,10,2899,1006,,,,,,,,,,,,1049,,,2,1,,,,,,,,,,LUSE262
,,,6,350,1000,0,0,10,2900,1006,,,,,,,,,,,,1069,,,2,1,,,,,,,,,,LUSE263
Random Box (Nightmare),,,6,350,1000,0,0,10,2577,1006,,,,,,,82,6000,159,1,,1089,,,2,1,,,,,,,,,,LUSE264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronze Arena Chest,,,6,375,1000,0,1,3,6820,100,581,,,,,,,,173,1,,140,,,2,1,,,,,,,,,1,LUSE266
Silver Arena Chest,,,6,375,1000,0,1,3,6821,100,581,,,,,,,,174,1,,140,,,2,1,,,,,,,,,1,LUSE267
Gold Arena Chest,,,6,375,1000,0,1,3,6822,100,581,,,,,,,,175,1,,140,,,2,1,,,,,,,,,1,LUSE268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trollbox (Nightmare),,,6,316,1000,0,0,10,2577,1006,,,,,,,,,,,,1089,,,,3,,,,,,,,,,LUSE270
Firecracker (Trollface),,,,313,20,1,1,10,2045,162,,,,,,,,,,2700,,140,548,,,3,,,,,,,,,,LUSE271
Firecracker (Trollface+problem?),,,,313,20,1,1,10,2045,162,,,,,,,,,,2701,,140,548,,,3,,,,,,,,,,LUSE272
Firecracker (problem?),,,,313,20,1,1,10,2045,162,,,,,,,,,,2702,,140,548,,,3,,,,,,,,,,LUSE273
Firecracker (umad?),,,,313,20,1,1,10,2045,162,,,,,,,,,,2703,,140,548,,,3,,,,,,,,,,LUSE274
Firecracker (herp),,,,313,20,1,1,10,2045,162,,,,,,,,,,2704,,140,548,,,3,,,,,,,,,,LUSE275
Firecracker (derp),,,,313,20,1,1,10,2045,162,,,,,,,,,,2705,,140,548,,,3,,,,,,,,,,LUSE276
Instance Point (+2000),,,6,313,20,1,1,10,5354,162,,,,,,,,,,2701,,140,548,,,3,,,,,,,,,,LUSE277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mythril Drill,,,10,318,0,0,5,10,4207,100,580,,,,,,,,,3,,,,,,,,,,,,,,,,LUSE280
Orihalcon Drill,,,10,318,0,0,5,20,4208,100,580,,,,,,,,,9,,,,,,,,,,,,,,,,LUSE281
Adamantium Drill,,,10,318,0,0,5,30,4209,100,580,,,,,,,,,15,,,,,,,,,,,,,,,,LUSE282
Perfect Drill,,,4,318,0,0,5,50,4210,100,580,,,,,,,,,100,,,,,,,,,,,,,,,,LUSE283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldie Treasure Chest,,,6,375,1000,0,25,3,5600,1006,584,,,,,,,,166,1,5,140,548,,,3,,,,,,,,,1,LUSE287
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repair Hammer,,,,315,300,5,5,50,1950,138,580,,,,,,,,,,,,,,,1,,,,,,,,,,LUSE291
?????? ???? ????,,,,315,1000,5,5,60,1950,130,580,,,,,,,,,1,,,,,,1,,,,,,,,,,LUSE292
Engine Fuel (S),,,,317,2000,5,30,30,2289,117,584,,,,,,,,,25,,,,,,1,,,,,,,,,,LUSE293
Engine Fuel (M),,,,317,4500,5,50,30,2290,117,584,,,,,,,,,50,,,,,,1,,,,,,,,,,LUSE294
Engine Fuel (L),,,,317,10000,5,90,30,2291,117,584,,,,,,,,,100,,,,,,1,,,,,,,,,,LUSE295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purify Scroll (Solo),,,,313,130,5,1,13,2728,154,579,,,,,,,,,3101,,,,,,15,,,,,,,,,,LUSE301
Detect Scroll (Solo),,,,313,180,5,1,14,1692,153,579,,,,,,,,,3102,,,,,,3,,,,,,,,,,LUSE302
Stealth Scroll (Solo),,,,313,230,5,1,15,1692,154,579,,,,,,,,,3103,,,,,,3,,,,,,,,,,LUSE303
,,,,313,20,5,1,10,1692,152,579,,,,,,,,,3104,,,,,,,,,,,,,,,,
Movement Scroll (Solo),,,,313,180,5,1,15,9160,151,579,,,,,,,,,3105,,,,,,3,,,,,,,,,,LUSE305
HP Scroll (Solo),,,,313,340,5,1,17,1027,152,579,,,,,,,,,3106,,,,,,3,,,,,,,,,,LUSE306
MP Scroll (Solo),,,,313,340,5,1,17,1028,152,579,,,,,,,,,3107,,,,,,3,,,,,,,,,,LUSE307
Dexterity Scroll (Solo),,,,313,410,5,1,18,1029,151,579,,,,,,,,,3108,,,,,,3,,,,,,,,,,LUSE308
Strength Scroll (Solo),,,,313,460,5,1,18,1030,151,579,,,,,,,,,3109,,,,,,3,,,,,,,,,,LUSE309
Defense Scroll (Solo),,,,313,460,5,1,18,1031,151,579,,,,,,,,,3110,,,,,,3,,,,,,,,,,LUSE310
Accuracy Scroll (Solo),,,,313,460,5,1,18,1032,151,579,,,,,,,,,3111,,,,,,3,,,,,,,,,,LUSE311
Damage Scroll (Solo),,,,313,460,5,1,18,1033,151,579,,,,,,,,,3112,,,,,,3,,,,,,,,,,LUSE312
Advanced HP Scroll (Solo),,,,313,640,5,1,20,1034,152,579,,,,,,,,,3113,,,,,,3,,,,,,,,,,LUSE313
Advanced MP Scroll (Solo),,,,313,640,5,1,20,1035,152,579,,,,,,,,,3114,,,,,,3,,,,,,,,,,LUSE314
Advanced Dexterity Scroll (Solo),,,,313,640,5,1,20,1036,151,579,,,,,,,,,3115,,,,,,3,,,,,,,,,,LUSE315
Advanced Strength Scroll (Solo),,,,313,920,5,1,23,1037,151,579,,,,,,,,,3116,,,,,,3,,,,,,,,,,LUSE316
Advanced Defense Scroll (Solo),,,,313,920,5,1,23,1038,151,579,,,,,,,,,3117,,,,,,3,,,,,,,,,,LUSE317
Advanced Accuracy Scroll (Solo),,,,313,920,5,1,23,1060,151,579,,,,,,,,,3118,,,,,,3,,,,,,,,,,LUSE318
Advanced Damage Scroll (Solo),,,,313,920,5,1,23,1061,151,579,,,,,,,,,3119,,,,,,3,,,,,,,,,,LUSE319
,,,,313,20,5,1,10,1692,151,,,,,,,,,,3120,,,,,,,,,,,,,,,,
Blue Icicle,,,,313,230,5,1,15,1664,151,579,,,,,,75,2,,3821,,,,,,3,,,,,,,,,,LUSE321
Green Icicle,,,,313,300,5,1,16,1665,151,579,,,,,,75,2,,3822,,,,,,3,,,,,,,,,,LUSE322
White Icicle,,,,313,340,5,1,17,1666,151,579,,,,,,75,2,,3823,,,,,,3,,,,,,,,,,LUSE323
Black Icicle,,,,313,340,5,1,17,3856,151,579,,,,,,75,2,,3820,,,,,,3,,,,,,,,,,LUSE324
Red Icicle,,,,313,340,5,1,17,1667,151,579,,,,,,75,2,,3824,,,,,,3,,,,,,,,,,LUSE325
Snowball,,,,313,2,5,1,11,2043,250,584,,,,,,,,,3126,,,,,,3,,,,,,,31,,,LUSE326
Toy Shuriken,,,,313,540,5,1,11,2112,250,584,,,,,,,,,3127,,,,,,3,,,,,,,,,,LUSE327
Purple Icicle,,,,313,340,5,1,17,3857,151,579,,,,,,75,2,,3825,,,,,,3,,,,,,,,,,LUSE328
Confetti Present,,,,313,2,5,1,11,7778,251,584,,,,,,,,,3128,,,,,,3,,,,,,,,,,LUSE329
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strength Scroll (Solo),,,6,313,100,0,0,10,1030,151,579,,,,,,,,,3109,,,,,,3,,,,,,,,,,LUSE309
Damage Scroll (Solo),,,,313,100,0,0,10,1692,151,579,,,,,,,,,3132,,,,,,3,,,,,,,,,,LUSE312
Advanced Defense Scroll (Solo),,,,313,100,0,0,10,1692,151,579,,,,,,,,,3133,,,,,,3,,,,,,,,,,LUSE317
Advanced Dexterity Scroll (Solo),,,,313,100,0,0,10,1692,151,579,,,,,,,,,3134,,,,,,3,,,,,,,,,,LUSE315
??????,,,,313,100,0,0,10,1692,151,579,,,,,,,,,3135,,,,,,,,,,,,,,,,
????????,,,,313,100,0,0,10,1692,151,579,,,,,,,,,3136,,,,,,,,,,,,,,,,
Advanced Accuracy Scroll (Solo),,,,313,100,0,0,10,1692,151,579,,,,,,,,,3137,,,,,,3,,,,,,,,,,LUSE318
Advanced HP Scroll (Solo),,,,313,100,0,0,10,1692,151,579,,,,,,,,,3138,,,,,,3,,,,,,,,,,LUSE313
Advanced MP Scroll (Solo),,,,313,100,0,0,10,1692,151,579,,,,,,,,,3139,,,,,,3,,,,,,,,,,LUSE314
????????,,,,313,100,0,0,10,1692,151,579,,,,,,,,,3140,,,,,,,,,,,,,,,,
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP/MP Scroll (Party),,,,313,2310,5,1,20,5269,152,579,,,,,,,,,3306,,,,,,3,,,,,,,,,,LUSE342
Dexterity Scroll (Party),,,,313,3200,5,1,23,5271,152,579,,,,,,,,,3307,,,,,,3,,,,,,,,,,LUSE343
Strength Scroll (Party),,,,313,3325,5,1,23,5270,152,579,,,,,,,,,3308,,,,,,3,,,,,,,,,,LUSE344
Defense Scroll (Party),,,,313,3248,5,1,23,5272,152,579,,,,,,,,,3309,,,,,,3,,,,,,,,,,LUSE345
Accuracy Scroll (Party),,,,313,3642,5,1,23,5274,152,579,,,,,,,,,3310,,,,,,3,,,,,,,,,,LUSE346
Damage Scroll (Party),,,,313,3842,5,1,23,5273,152,579,,,,,,,,,3311,,,,,,3,,,,,,,,,,LUSE347
,,,,313,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,LUSE348
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,313,10,5,1,10,1690,151,584,,,,,,,,,3150,,140,548,,,3,,,,,2,,,,,LUSE350
Zant Return Scroll,,,6,313,1000,5,1,10,1751,151,584,,,,,,,,,3151,,140,548,,,3,,,,,2,,,,,LUSE351
Junon Polis Return Scroll,,,6,313,1200,5,1,10,1752,151,584,,,,,,,,,3152,,140,548,,,3,,,,,2,,,,,LUSE352
Eucar Return Scroll,,,6,313,1600,5,1,12,1722,151,584,,,,,,31,40,,3153,,140,548,,,3,,,,,2,,,,,LUSE353
Xita Refuge Return Scroll,,,6,316,1450,5,1,12,1717,151,584,,,,,,75,3,,,,254,548,,,3,,,,,2,,,,,LUSE354
Zant Visitor Scroll,,,2,313,0,5,1,12,1751,151,584,,,,,,31,10,,3155,,140,548,,,3,,,,,2,,,,,LUSE355
Heliopolis Return Scroll,,,6,313,1500,5,1,12,2961,151,584,,,,,,,,,3156,,140,548,,,3,,,,,2,,,,,LUSE356
Paradise of Ra Return Scroll,,,6,313,3000,5,1,12,2960,151,584,,,,,,,,,3157,,140,548,,,3,,,,,2,,,,,LUSE357
Ramesses Mines Return Scroll,,,6,313,4000,5,1,12,3001,151,584,,,,,,,,,3158,,140,548,,,3,,,,,2,,,,,LUSE358
Memphis Return scroll,,,6,313,4600,5,1,12,3865,151,584,,,,,,,,,3159,,140,548,,,3,,,,,2,,,,,LUSE359
Goblin Cave Entrance Return Scroll,,,6,313,1350,5,1,12,1716,151,584,,,,,,,,,3291,,140,548,,,3,,,,,2,,,,,LUSE360
Desert of the Dead Return Scroll,,,6,316,1450,5,1,12,1718,151,584,,,,,,75,1,,,,230,,,,3,,,,,2,,,,,LUSE361
El Verloon Desert Return Scroll,,,6,313,1200,5,1,12,1719,151,584,,,,,,,,,3293,,140,548,,,3,,,,,2,,,,,LUSE362
Gorge of Silence Return Scroll,,,6,313,1350,5,1,12,1720,151,584,,,,,,,,,3294,,140,548,,,3,,,,,2,,,,,LUSE363
Shady Jungle Return Scroll,,,6,313,1550,5,1,12,1721,151,584,,,,,,,,,3295,,140,548,,,3,,,,,2,,,,,LUSE364
Sikuku Underground Prison Return Scroll,,,6,313,1860,5,1,12,1750,151,584,,,,,,,,,3296,,140,548,,,3,,,,,2,,,,,LUSE365
Training Ground Return Scroll,,,6,316,1200,5,1,10,6862,151,584,,,,,,75,1,,,,248,,,,3,,,,,2,,,,,LUSE366
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dungeon Item Stat Hammer,,,6,368,1000,1,1,60,5586,130,,,,,,,,,0,,,,,,,,,,,,,,,,,LUSE368
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Para Dance [Basic],,,6,313,180,5,1,10,5928,151,584,,,,,,,,,3171,,,,,,3,,,,,,,,,,LUSE371
Para Dance [Practical],,,6,313,200,5,1,10,5928,151,584,,,,,,,,,3172,,,,,,3,,,,,,,,,,LUSE372
Para Dance [Intermediate],,,6,313,220,5,1,10,5928,151,584,,,,,,,,,3173,,,,,,3,,,,,,,,,,LUSE373
Para Dance [Refined],,,6,313,260,5,1,10,5928,151,584,,,,,,,,,3174,,,,,,3,,,,,,,,,,LUSE374
Funky Dance [Basic],,,6,313,300,5,1,10,5929,151,584,,,,,,,,,3175,,,,,,3,,,,,,,,,,LUSE375
Funky Dance [Intermediate],,,6,313,340,5,1,10,5929,151,584,,,,,,,,,3176,,,,,,3,,,,,,,78,,,LUSE376
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxic Charm,,,,313,1350,5,1,10,8676,151,584,,,,,,,,,3394,,,,,,1,,,,,,,,,,LUSE378
Plasma Charm,,,,313,1660,5,1,10,8677,151,584,,,,,,,,,3395,,,,,,1,,,,,,,,,,LUSE379
Blazing Charm,,,,313,1220,5,1,10,8675,151,584,,,,,,,,,3396,,,,,,1,,,,,,,,,,LUSE380
Ice Charm,,,,313,860,5,1,10,1766,151,584,,,,,,,,,3181,,,,,,1,,,,,,,,,,LUSE381
Spark Charm,,,,313,900,5,1,10,1778,151,584,,,,,,,,,3182,,,,,,1,,,,,,,,,,LUSE382
Blood Charm,,,,313,940,5,1,10,1765,151,584,,,,,,,,,3183,,,,,,1,,,,,,,,,,LUSE383
Storm Charm,,,,313,1220,5,1,10,1779,151,584,,,,,,,,,3200,,,,,,1,,,,,,,,,,LUSE384
Res scroll (not yet working),,,,313,1220,5,1,10,1779,151,584,,,,,,,,,1131,,,,,,,,,,,,,,,,
Vampire's Desire,,,,313,1500,5,1,10,5350,151,584,,,,,,,,,3393,,,,,,1,,,,,,,,,,LUSE386
Vampire Blood,,,,311,1500,3,1,30,5351,118,584,,,,,9,,,16,2500,,2180,547,1,,1,,,,,,,,,,LUSE387
Vampire Tears,,,,311,1500,4,1,50,5352,123,584,,,,,9,,,17,2000,,2180,548,6,,1,,,,,,,,,,LUSE388
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhumba (M),,,6,313,320,5,1,10,5930,151,584,,,,,,,,,3177,,,,,,3,,,,,,,,,,LUSE390
Waltz (M),,,6,313,350,5,1,10,5931,151,584,,,,,,,,,3178,,,,,,3,,,,,,,,,,LUSE391
Jive (M),,,6,313,370,5,1,10,5932,151,584,,,,,,,,,3179,,,,,,3,,,,,,,,,,LUSE392
Cha-Cha (M),,,6,313,400,5,1,10,5933,151,584,,,,,,,,,3180,,,,,,3,,,,,,,,,,LUSE393
Rhumba (F),,,6,313,320,5,1,10,5930,151,584,,,,,,,,,3184,,,,,,3,,,,,,,,,,LUSE394
Waltz (F),,,6,313,350,5,1,10,5931,151,584,,,,,,,,,3185,,,,,,3,,,,,,,,,,LUSE395
Jive (F),,,6,313,370,5,1,10,5932,151,584,,,,,,,,,3186,,,,,,3,,,,,,,,,,LUSE396
Cha-Cha (F),,,6,313,400,5,1,10,5933,151,584,,,,,,,,,3187,,,,,,3,,,,,,,,,,LUSE397
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jelly Bean Capsule,,,,313,50,5,8,27,1696,184,581,,,,,,31,3,,2801,,140,548,,,3,,,,,,,,,,LUSE401
Jelly Nut Capsule,,,,313,70,5,11,28,1696,184,581,,,,,,31,6,,2802,,140,548,,,3,,,,,,,,,,LUSE402
Choropy Capsule,,,,313,50,5,9,27,1696,184,581,,,,,,31,4,,2803,,140,548,,,3,,,,,,,,,,LUSE403
Pumpkin Capsule,,,,313,90,5,12,28,1696,184,581,,,,,,31,8,,2804,,140,548,,,3,,,,,,,,,,LUSE404
Dalping Capsule,,,,313,300,5,23,30,1696,184,581,,,,,,31,23,,2805,,140,548,,,3,,,,,,,,,,LUSE405
Honey Bee Capsule,,,,313,120,5,14,28,1696,184,581,,,,,,31,10,,2806,,140,548,,,3,,,,,,,,,,LUSE406
Hornet Capsule,,,,313,210,5,19,29,1696,184,581,,,,,,31,17,,2807,,140,548,,,3,,,,,,,,,,LUSE407
Pomic Capsule,,,,313,150,5,16,29,1696,184,581,,,,,,31,13,,2808,,140,548,,,3,,,,,,,,,,LUSE408
Pomic Soldier Capsule,,,,313,180,5,18,29,1696,184,581,,,,,,31,15,,2809,,140,548,,,3,,,,,,,,,,LUSE409
Beetle Capsule,,,,313,270,5,22,30,1696,184,581,,,,,,31,21,,2810,,140,548,,,3,,,,,,,,,,LUSE410
Turtle Capsule,,,,313,380,5,26,30,1696,184,581,,,,,,31,27,,2811,,140,548,,,3,,,,,,,,,,LUSE411
Crack Capsule,,,,313,240,5,20,29,1696,184,581,,,,,,31,19,,2812,,140,548,,,3,,,,,,,,,,LUSE412
Rackie Capsule,,,,313,340,5,25,30,1696,184,581,,,,,,31,25,,2813,,140,548,,,3,,,,,,,,,,LUSE413
Woopie Capsule,,,,313,220,5,20,29,1696,184,581,,,,,,31,18,,2814,,140,548,,,3,,,,,,,,,,LUSE414
Moldie Capsule,,,,313,600,5,33,31,1696,184,581,,,,,,31,36,,2815,,140,548,,,3,,,,,,,,,,LUSE415
Krawfy Capsule,,,,313,1440,5,52,35,9009,184,581,,,,,,31,62,,2816,,140,548,,,3,,,,,,,,,,LUSE416
Porkie Capsule,,,,313,500,5,30,31,9009,184,581,,,,,,31,32,,2817,,140,548,,,3,,,,,,,,,,LUSE417
Grunter Capsule,,,,313,700,5,36,32,9010,184,581,,,,,,31,40,,2818,,140,548,,,3,,,,,,,,,,LUSE418
Grunter Leader Capsule,,,,313,1020,5,43,33,9011,184,581,,,,,,31,50,,2819,,140,548,,,3,,,,,,,,,,LUSE419
Kaiman Capsule,,,,313,1260,5,48,34,9009,184,581,,,,,,31,57,,2820,,140,548,,,3,,,,,,,,,,LUSE420
Doonga Capsule,,,,313,1120,5,46,34,9010,184,581,,,,,,31,53,,2821,,140,548,,,3,,,,,,,,,,LUSE421
Doonga Warrior Capsule,,,,313,1370,5,50,34,9012,184,581,,,,,,31,60,,2822,,140,548,,,3,,,,,,,,,,LUSE422
Doonga Captain Capsule,,,,313,1720,5,57,36,9013,184,581,,,,,,31,68,,2823,,140,548,,,3,,,,,,,,,,LUSE423
Jewel Golem Capsule,,,,313,900,5,41,33,1697,184,581,,,,,,31,47,,2824,,140,548,,,3,,,,,,,,,,LUSE424
Aqua Guard Capsule,,,,313,440,5,28,31,9010,184,581,,,,,,31,29,,2825,,140,548,,,3,,,,,,,,,,LUSE425
Clown Capsule,,,,313,810,5,39,32,9009,184,581,,,,,,31,44,,2826,,140,548,,,3,,,,,,,,,,LUSE426
Candle Ghost Capsule,,,,313,930,5,41,33,1697,184,581,,,,,,31,48,,2827,,140,548,,,3,,,,,,,,,,LUSE427
Goblin Worker Capsule,,,,313,930,5,41,33,9009,184,581,,,,,,31,48,,2828,,140,548,,,3,,,,,,,,,,LUSE428
Goblin Guard Capsule,,,,313,1520,5,53,35,9010,184,581,,,,,,31,64,,2829,,140,548,,,3,,,,,,,,,,LUSE429
Goblin Warrior Capsule,,,,313,1640,5,55,35,9012,184,581,,,,,,31,67,,2830,,140,548,,,3,,,,,,,,,,LUSE430
Slag Capsule,,,,313,1780,5,28,30,9017,184,581,,,,,,75,2,,2831,,140,548,,,3,,,,,,,,,,LUSE431
Lunar Wolf Capsule,,,,313,1990,5,29,32,9018,184,581,,,,,,75,2,,2832,,140,548,,,3,,,,,,,,,,LUSE432
Yeti Capsule,,,,313,2480,5,31,35,9017,184,581,,,,,,75,2,,2833,,140,548,,,3,,,,,,,,,,LUSE433
Yeti Hunter Capsule,,,,313,2860,5,32,38,9019,184,581,,,,,,75,2,,2834,,140,548,,,3,,,,,,,,,,LUSE434
Yeti Guard Capsule,,,,313,3160,5,33,41,9020,184,581,,,,,,75,2,,2835,,140,548,,,3,,,,,,,,,,LUSE435
Yeti Rider Capsule,,,,313,3500,5,34,45,9017,184,581,,,,,,75,2,,2836,,140,548,,,3,,,,,,,,,,LUSE436
Goblin King Capsule,,,,313,3440,5,30,45,1697,184,581,,,,,,31,80,,2837,,140,548,,,3,,,,,,,,,,LUSE437
Cherry Smouly Capsule,,,,313,1000,5,30,45,1697,184,581,,,,,,31,40,,2838,,140,548,,,3,,,,,,,,,,LUSE438
Metal Moldie Capsule,,,,313,600,5,33,31,1697,184,581,,,,,,31,36,,5504,,140,548,,,3,,,,,,,,,,LUSE439
Chicken Capsule,,,,313,60,5,10,30,9009,184,581,,,,,,,,,2839,,140,548,,,3,,,,,,,,,,LUSE440
